ID	単語	品詞	意味	コロケーション	和文	英文	英文穴埋め	タグ
w1371-2	complain	動詞	不平を言う	complained to	彼女は騒音について先生に不満を訴えた。	She <strong>complained to</strong> the teacher about the noise.	"She <span class=""blank"">_____ _____</span> the teacher about the noise."	品詞:動詞|単語:complain
w1371-3	complain	動詞	不平を言う	Stop complaining	不平を言うのをやめて、全力を尽くしなさい。	<strong>Stop complaining</strong> and try your best.	"<span class=""blank"">_____ _____</span> and try your best."	品詞:動詞|単語:complain
w1372-1	connect	動詞	結びつける、つながる	connects the two	この橋は2つの町をつないでいる。	This bridge <strong>connects the two</strong> towns.	"This bridge <span class=""blank"">_____ _____ _____</span> towns."	品詞:動詞|単語:connect
w1372-2	connect	動詞	結びつける、つながる	connect to the Wi-Fi	スマートフォンをWi-Fiに接続してください。	Please <strong>connect</strong> your phone to the Wi-Fi.	"Please <span class=""blank"">_____</span> your phone to the Wi-Fi."	品詞:動詞|単語:connect
w1372-3	connect	動詞	結びつける、つながる	connects people	音楽は異なる国の人々を結びつける。	Music <strong>connects people</strong> from different countries.	"Music <span class=""blank"">_____ _____</span> from different countries."	品詞:動詞|単語:connect
w1373-1	contact	動詞	（人と）連絡をとる、接続する	contact me	何か質問があれば連絡してください。	Please <strong>contact me</strong> if you have any questions.	"Please <span class=""blank"">_____ _____</span> if you have any questions."	品詞:動詞|単語:contact
w1373-2	contact	動詞	（人と）連絡をとる、接続する	contacted her friend	彼女はメールで友達に連絡を取った。	She <strong>contacted her friend</strong> by email.	"She <span class=""blank"">_____ _____ _____</span> by email."	品詞:動詞|単語:contact
w1373-3	contact	動詞	（人と）連絡をとる、接続する	contact the school	すぐに学校に連絡する必要がある。	We need to <strong>contact the school</strong> right away.	"We need to <span class=""blank"">_____ _____ _____</span> right away."	品詞:動詞|単語:contact
w1374-1	continue	動詞	～を続ける、続く	continued to practice	彼女は毎日練習を続けた。	She <strong>continued to practice</strong> every day.	"She <span class=""blank"">_____ _____ _____</span> every day."	品詞:動詞|単語:continue
w1374-2	continue	動詞	～を続ける、続く	continue reading	10ページから読み続けてください。	Please <strong>continue reading</strong> from page ten.	"Please <span class=""blank"">_____ _____</span> from page ten."	品詞:動詞|単語:continue
w1374-3	continue	動詞	～を続ける、続く	continued for	雨は3日間降り続いた。	The rain <strong>continued for</strong> three days.	"The rain <span class=""blank"">_____ _____</span> three days."	品詞:動詞|単語:continue
w1375-1	cook	動詞	（～を）料理する	cooks dinner	母は毎晩私たちのために夕食を作ってくれる。	My mother <strong>cooks dinner</strong> for us every evening.	"My mother <span class=""blank"">_____ _____</span> for us every evening."	品詞:動詞|単語:cook
w1375-2	cook	動詞	（～を）料理する	cook Japanese food	彼は和食の作り方を習った。	He learned how to <strong>cook Japanese food</strong>.	"He learned how to <span class=""blank"">_____ _____ _____</span>."	品詞:動詞|単語:cook
w1375-3	cook	動詞	（～を）料理する	cook together	今週末、一緒に料理しよう。	Let&#x27;s <strong>cook together</strong> this weekend.	"Let&#x27;s <span class=""blank"">_____ _____</span> this weekend."	品詞:動詞|単語:cook
w1376-1	cost	動詞	（金額・費用）がかかる	How much does it cost	このバッグはいくらですか？	How much does this bag <strong>cost</strong>?	"How much does this bag <span class=""blank"">_____</span>?"	品詞:動詞|単語:cost
w1376-2	cost	動詞	（金額・費用）がかかる	cost a lot of money	京都への旅行にはたくさんのお金がかかった。	The trip to Kyoto <strong>cost</strong> a lot of money.	"The trip to Kyoto <span class=""blank"">_____</span> a lot of money."	品詞:動詞|単語:cost
w1376-3	cost	動詞	（金額・費用）がかかる	costs five hundred yen	その博物館に入るには500円かかる。	It <strong>costs five hundred yen</strong> to enter the museum.	"It <span class=""blank"">_____ _____ _____ _____</span> to enter the museum."	品詞:動詞|単語:cost
w1377-1	count	動詞	（～を）数える	count from one to	英語で1から20まで数えられますか？	Can you <strong>count from one to</strong> twenty in English?	"Can you <span class=""blank"">_____ _____ _____ _____</span> twenty in English?"	品詞:動詞|単語:count
w1377-2	count	動詞	（～を）数える	every vote counts	この選挙では一票一票が重要だ。	<strong>Every vote counts</strong> in this election.	"<span class=""blank"">_____ _____ _____</span> in this election."	品詞:動詞|単語:count
w1377-3	count	動詞	（～を）数える	counted the students	彼女は遠足の前に生徒の人数を数えた。	She <strong>counted the students</strong> before the trip.	"She <span class=""blank"">_____ _____ _____</span> before the trip."	品詞:動詞|単語:count
w1378-1	cover	動詞	（物の外側）をおおう	covered the ground	今朝、雪が地面を覆っていた。	Snow <strong>covered the ground</strong> this morning.	"Snow <span class=""blank"">_____ _____ _____</span> this morning."	品詞:動詞|単語:cover
w1378-2	cover	動詞	（物の外側）をおおう	cover the pot	料理中は鍋にふたをしてください。	Please <strong>cover the pot</strong> while cooking.	"Please <span class=""blank"">_____ _____ _____</span> while cooking."	品詞:動詞|単語:cover
w1378-3	cover	動詞	（物の外側）をおおう	covered her face	彼女は両手で顔を覆った。	She <strong>covered her face</strong> with her hands.	"She <span class=""blank"">_____ _____ _____</span> with her hands."	品詞:動詞|単語:cover
w1379-1	create	動詞	～をつくり出す	created a beautiful piece	彼女は美しい芸術作品をつくり出した。	She <strong>created a beautiful piece</strong> of art.	"She <span class=""blank"">_____ _____ _____ _____</span> of art."	品詞:動詞|単語:create
w1379-2	create	動詞	～をつくり出す	creates new jobs	テクノロジーは毎年新しい仕事を生み出す。	Technology <strong>creates new jobs</strong> every year.	"Technology <span class=""blank"">_____ _____ _____</span> every year."	品詞:動詞|単語:create
w1379-3	create	動詞	～をつくり出す	create a plan	修学旅行の計画を立てよう。	Let&#x27;s <strong>create a plan</strong> for our school trip.	"Let&#x27;s <span class=""blank"">_____ _____ _____</span> for our school trip."	品詞:動詞|単語:create
w1380-1	cross	動詞	～を横切る	cross the street	道路を横断する前に左右を確認しなさい。	Look both ways before you <strong>cross the street</strong>.	"Look both ways before you <span class=""blank"">_____ _____ _____</span>."	品詞:動詞|単語:cross
w1380-2	cross	動詞	～を横切る	crossed the river	彼らはボートで川を渡った。	They <strong>crossed the river</strong> by boat.	"They <span class=""blank"">_____ _____ _____</span> by boat."	品詞:動詞|単語:cross
w1380-3	cross	動詞	～を横切る	Cross the bridge	橋を渡って左に曲がってください。	<strong>Cross the bridge</strong> and turn left.	"<span class=""blank"">_____ _____ _____</span> and turn left."	品詞:動詞|単語:cross
w1381-1	cry	動詞	1. （大声で）叫ぶ、大声で言う / 2. （声をあげて）泣く	cry for help	その子は暗い部屋の中で助けを求めて叫んだ。	The child <strong>cried for help</strong> in the dark room.	"The child <span class=""blank"">_____ _____ _____</span> in the dark room."	品詞:動詞|単語:cry
w1381-2	cry	動詞	1. （大声で）叫ぶ、大声で言う / 2. （声をあげて）泣く	cry out	クモを見て、彼女は思わず叫び声を上げた。	She <strong>cried out</strong> when she saw the spider.	"She <span class=""blank"">_____ _____</span> when she saw the spider."	品詞:動詞|単語:cry
w1381-3	cry	動詞	1. （大声で）叫ぶ、大声で言う / 2. （声をあげて）泣く	cry in pain	自転車から落ちて、彼は痛みで叫んだ。	He <strong>cried in pain</strong> after falling off his bike.	"He <span class=""blank"">_____ _____ _____</span> after falling off his bike."	品詞:動詞|単語:cry
w1382-1	cut	動詞	～を切る 　〔過去形、過去分詞形も cut〕	cut down	彼らは公園の古い木を切り倒した。	They <strong>cut down</strong> the old tree in the park.	"They <span class=""blank"">_____ _____</span> the old tree in the park."	品詞:動詞|単語:cut
w1382-2	cut	動詞	～を切る 　〔過去形、過去分詞形も cut〕	cut into pieces	ピザをひとくち大に切ってください。	Please <strong>cut</strong> the pizza into pieces.	"Please <span class=""blank"">_____</span> the pizza into pieces."	品詞:動詞|単語:cut
w1382-3	cut	動詞	～を切る 　〔過去形、過去分詞形も cut〕	cut back	プラスチックの使用を減らす必要がある。	We need to <strong>cut back</strong> on plastic use.	"We need to <span class=""blank"">_____ _____</span> on plastic use."	品詞:動詞|単語:cut
w1383-1	dance	動詞	踊る、ダンスをする	dance to music	子どもたちはパーティーで音楽に合わせて踊った。	The children <strong>danced to music</strong> at the party.	"The children <span class=""blank"">_____ _____ _____</span> at the party."	品詞:動詞|単語:dance
w1383-2	dance	動詞	踊る、ダンスをする	dance with	彼は彼女に一緒に踊ろうと誘った。	He asked her to <strong>dance with</strong> him.	"He asked her to <span class=""blank"">_____ _____</span> him."	品詞:動詞|単語:dance
w1383-3	dance	動詞	踊る、ダンスをする	dance on stage	彼女はずっとステージで踊ることを夢見ていた。	She has always wanted to <strong>dance on stage</strong>.	"She has always wanted to <span class=""blank"">_____ _____ _____</span>."	品詞:動詞|単語:dance
w1384-1	decide	動詞	決める　〔decide to ～〕 ～しようと決心する	decide to	彼女は試験に向けてもっと勉強しようと決めた。	She <strong>decided to</strong> study harder for the exam.	"She <span class=""blank"">_____ _____</span> study harder for the exam."	品詞:動詞|単語:decide
w1384-2	decide	動詞	決める　〔decide to ～〕 ～しようと決心する	decide on	私たちはついに旅行の場所を決めた。	We finally <strong>decided on</strong> a place for the trip.	"We finally <span class=""blank"">_____ _____</span> a place for the trip."	品詞:動詞|単語:decide
